[Path1] new start x:55.3204 y:63.7045 t:0
[Path1] new goal x:14.3211 y:34.1975 t:181.488
[Path1] 开始路径规划...
[Path1] A*搜索完成，用时: 0.0217728 秒
[Path1] Raw Path (x, y, heading_deg, drive):
  33.3236, 50.4055, 222.095, 正向
  32.603, 49.7122, 224.109, 正向
  31.885, 49.0161, 224.109, 正向
  31.167, 48.3201, 224.109, 正向
  30.449, 47.6241, 224.109, 正向
  29.731, 46.928, 224.109, 正向
  29.0129, 46.232, 224.109, 正向
  28.2949, 45.536, 224.109, 正向
  27.5769, 44.84, 224.109, 正向
  26.8589, 44.1439, 224.109, 正向
  26.1409, 43.4479, 224.109, 正向
  25.4229, 42.7519, 224.109, 正向
  24.7048, 42.0559, 224.109, 正向
  23.9868, 41.3598, 224.109, 正向
  23.2688, 40.6638, 224.109, 正向
  22.5508, 39.9678, 224.109, 正向
  21.8328, 39.2718, 224.109, 正向
  21.1148, 38.5757, 224.109, 正向
  20.3967, 37.8797, 224.109, 正向
  19.6787, 37.1837, 224.109, 正向
  18.9607, 36.4876, 224.109, 正向
  18.2416, 35.7928, 222.795, 正向
  17.4547, 35.1775, 213.246, 正向
  16.5767, 34.7014, 203.697, 正向
  15.6318, 34.3775, 194.147, 正向
  14.6463, 34.2148, 184.598, 正向
[Path1] Smoothed Path (x, y, heading_deg, drive):
  55.3204, 63.7045, 0, 正向
  54.6151, 63.6629, 353.25, 倒车
  53.9145, 63.7068, 346.5, 倒车
  53.2187, 63.8029, 352.135, 倒车
  52.5279, 63.9191, 350.455, 倒车
  51.8429, 64.026, 351.134, 倒车
  51.1645, 64.0991, 353.845, 倒车
  50.4939, 64.121, 358.134, 倒车
  49.8321, 64.0819, 3.37566, 倒车
  49.1796, 63.9811, 8.78819, 倒车
  48.5355, 63.8256, 13.5672, 倒车
  47.8975, 63.6298, 17.0598, 倒车
  47.2616, 63.4126, 18.8593, 倒车
  46.6226, 63.1946, 18.8353, 倒车
  45.9753, 62.9949, 17.1474, 倒车
  45.3156, 62.8271, 14.2711, 倒车
  44.6419, 62.6963, 10.9866, 倒车
  43.9562, 62.5968, 8.25761, 倒车
  43.2644, 62.5111, 7.06451, 倒车
  42.5752, 62.4104, 8.31365, 倒车
  41.8978, 62.259, 12.5956, 倒车
  41.2392, 62.0155, 20.29, 倒车
  40.6339, 61.568, 36.4771, 倒车
  40.0728, 61.0075, 44.9717, 倒车
  39.5862, 60.3462, 53.6467, 倒车
  39.1774, 59.6225, 60.5436, 倒车
  38.8504, 58.8643, 66.6691, 倒车
  38.6023, 58.0974, 72.0752, 倒车
  38.4283, 57.3395, 77.0707, 倒车
  38.3243, 56.6001, 81.9902, 倒车
  38.2874, 55.8824, 87.0547, 倒车
  38.3163, 55.1859, 92.3786, 倒车
  38.4112, 54.5082, 97.975, 倒车
  38.5731, 53.8481, 103.781, 倒车
  38.8028, 53.2071, 109.714, 倒车
  39.101, 52.59, 115.793, 倒车
  39.4686, 52.0058, 122.173, 倒车
  39.9092, 51.4675, 129.303, 倒车
  40.4373, 50.9982, 148.5, 倒车
  39.8577, 51.4021, 155.25, 正向
  39.1036, 51.6582, 164.799, 正向
  38.2311, 51.7734, 172.476, 正向
  37.2866, 51.7482, 181.531, 正向
  36.3113, 51.5868, 189.392, 正向
  35.3396, 51.2975, 196.585, 正向
  34.397, 50.892, 203.273, 正向
  33.4992, 50.3864, 209.387, 正向
  32.6522, 49.7991, 214.735, 正向
  31.8539, 49.15, 219.116, 正向
  31.0965, 48.4584, 222.404, 正向
  30.3694, 47.7416, 224.587, 正向
  29.661, 47.014, 225.767, 正向
  28.9613, 46.2859, 226.141, 正向
  28.2627, 45.5636, 225.957, 正向
  27.5608, 44.8499, 225.474, 正向
  26.8538, 44.1449, 224.921, 正向
  26.1421, 43.4461, 224.475, 正向
  25.4276, 42.7503, 224.241, 正向
  24.7126, 42.0536, 224.26, 正向
  23.9992, 41.3521, 224.514, 正向
  23.2886, 40.6432, 224.934, 正向
  22.581, 39.9254, 225.408, 正向
  21.875, 39.1996, 225.792, 正向
  21.1677, 38.4695, 225.909, 正向
  20.4546, 37.7424, 225.558, 正向
  19.7297, 37.0297, 224.512, 正向
  18.9856, 36.3474, 222.52, 正向
  18.2136, 35.7155, 219.299, 正向
  17.4042, 35.1583, 214.548, 正向
  16.5472, 34.7026, 207.999, 正向
  15.6318, 34.3775, 199.556, 正向
  14.6463, 34.2148, 184.598, 正向
[Path1] 路径规划完成，总用时: 0.0315809 秒
[Path1] Smoothed Path 装载机模拟完成
[Path2] new start x:14.7767 y:47.7835 t:179.226
[Path2] new start x:54.6992 y:35.8412 t:359.552
[Path2] new goal x:16.0104 y:48.3756 t:178.746
[Path2] 开始路径规划...
[Path2] A*搜索完成，用时: 0.0139825 秒
[Path2] Raw Path (x, y, heading_deg, drive):
  54.6992, 35.8412, 359.552, 正向
  53.9937, 35.8052, 352.802, 倒车
  53.2888, 35.8522, 346.052, 倒车
  52.5944, 35.9819, 339.302, 倒车
  51.92, 36.1922, 332.552, 倒车
  51.275, 36.4804, 325.802, 倒车
  50.6683, 36.8423, 319.052, 倒车
  50.1629, 37.3359, 325.802, 倒车
  49.603, 37.7667, 332.552, 倒车
  48.9963, 38.1287, 339.302, 倒车
  48.3513, 38.4168, 346.052, 倒车
  47.6769, 38.6272, 352.802, 倒车
  46.9824, 38.7568, 359.552, 倒车
  46.2775, 38.8039, 6.30236, 倒车
  45.572, 38.7678, 13.0524, 倒车
  44.8756, 38.6491, 19.8024, 倒车
  44.198, 38.4493, 26.5524, 倒车
  43.5486, 38.1712, 33.3024, 倒车
  42.9363, 37.8188, 40.0524, 倒车
  42.3697, 37.3968, 46.8024, 倒车
  41.8567, 36.9112, 53.5524, 倒车
  41.4043, 36.3686, 60.3024, 倒车
  41.0188, 35.7766, 67.0524, 倒车
  40.7055, 35.1434, 73.8023, 倒车
  40.9422, 35.8091, 80.5523, 正向
  41.0235, 36.8046, 90.1016, 正向
  40.9386, 37.7998, 99.6509, 正向
  40.6898, 38.7672, 109.2, 正向
  40.2839, 39.6798, 118.75, 正向
  39.7323, 40.5125, 128.299, 正向
  39.0501, 41.2421, 137.848, 正向
  38.2564, 41.8485, 147.397, 正向
  37.3731, 42.3148, 156.947, 正向
  36.4265, 42.6347, 163.742, 正向
  35.4664, 42.9147, 163.742, 正向
  34.5064, 43.1947, 163.742, 正向
  33.5464, 43.4747, 163.742, 正向
  32.5864, 43.7546, 163.742, 正向
  31.6264, 44.0346, 163.742, 正向
  30.6664, 44.3146, 163.742, 正向
  29.7064, 44.5945, 163.742, 正向
  28.7464, 44.8745, 163.742, 正向
  27.7864, 45.1545, 163.742, 正向
  26.8264, 45.4344, 163.742, 正向
  25.8664, 45.7144, 163.742, 正向
  24.9063, 45.9944, 163.742, 正向
  23.9463, 46.2743, 163.742, 正向
  22.9863, 46.5543, 163.742, 正向
  22.0263, 46.8343, 163.742, 正向
  21.0663, 47.1142, 163.742, 正向
  20.1063, 47.3942, 163.742, 正向
  19.1463, 47.6742, 163.742, 正向
  18.1863, 47.9541, 163.742, 正向
  17.2237, 48.2245, 167.05, 正向
  16.235, 48.3665, 176.599, 正向
[Path2] Smoothed Path (x, y, heading_deg, drive):
  54.6992, 35.8412, 359.552, 正向
  53.9937, 35.8052, 352.802, 倒车
  53.3135, 35.8983, 346.052, 倒车
  52.6525, 36.0791, 344.698, 倒车
  52.007, 36.328, 338.915, 倒车
  51.3731, 36.6247, 334.919, 倒车
  50.7465, 36.9484, 332.677, 倒车
  50.1228, 37.2783, 332.127, 倒车
  49.4977, 37.594, 333.202, 倒车
  48.8676, 37.8771, 335.804, 倒车
  48.2302, 38.112, 339.77, 倒车
  47.5845, 38.2873, 344.814, 倒车
  46.9311, 38.3965, 350.509, 倒车
  46.2724, 38.4389, 356.324, 倒车
  45.6114, 38.4136, 2.19208, 倒车
  44.9526, 38.3198, 8.10297, 倒车
  44.3015, 38.1567, 14.0573, 倒车
  43.665, 37.9243, 20.0585, 倒车
  43.0508, 37.6233, 26.1124, 倒车
  42.468, 37.2557, 32.2412, 倒车
  41.9263, 36.8244, 38.5257, 倒车
  41.4375, 36.332, 45.2116, 倒车
  41.0188, 35.7766, 52.981, 倒车
  40.7055, 35.1434, 73.8023, 倒车
  40.9422, 35.8091, 80.5523, 正向
  40.9933, 36.6115, 90.1016, 正向
  40.8768, 37.4928, 97.5277, 正向
  40.6037, 38.4025, 106.713, 正向
  40.1866, 39.2957, 115.028, 正向
  39.6402, 40.1355, 123.048, 正向
  38.9808, 40.8953, 130.958, 正向
  38.2258, 41.5597, 138.647, 正向
  37.3936, 42.1251, 145.81, 正向
  36.5021, 42.5973, 152.091, 正向
  35.5681, 42.9896, 157.215, 正向
  34.6063, 43.3196, 161.064, 正向
  33.6291, 43.6059, 163.672, 正向
  32.6456, 43.8659, 165.192, 正向
  31.6623, 44.1139, 165.846, 正向
  30.6829, 44.3602, 165.881, 正向
  29.7091, 44.6114, 165.534, 正向
  28.7409, 44.8708, 165.002, 正向
  27.7775, 45.1395, 164.42, 正向
  26.8178, 45.4171, 163.864, 正向
  25.8605, 45.7032, 163.36, 正向
  24.905, 45.997, 162.913, 正向
  23.9504, 46.2973, 162.534, 正向
  22.9964, 46.6025, 162.257, 正向
  22.0424, 46.9097, 162.154, 正向
  21.0873, 47.2138, 162.335, 正向
  20.13, 47.5078, 162.931, 正向
  19.1685, 47.7821, 164.08, 正向
  18.2006, 48.0252, 165.9, 正向
  17.2237, 48.2245, 168.472, 正向
  16.235, 48.3665, 176.599, 正向
[Path2] 路径规划完成，总用时: 0.0228997 秒
[Path2] Smoothed Path 装载机模拟完成
 [Path3] new start x:53.7488 y:23.369 t:356.753
[Path3] new goal x:15.4112 y:41.5394 t:178.512
[Path3] 开始路径规划...
[Path3] A*搜索完成，用时: 0.00487299 秒
[Path3] Raw Path (x, y, heading_deg, drive):
  53.7488, 23.369, 356.753, 正向
  53.0423, 23.3674, 350.003, 倒车
  52.3406, 23.4489, 343.253, 倒车
  51.6533, 23.6123, 336.503, 倒车
  50.99, 23.8553, 329.753, 倒车
  50.3598, 24.1746, 323.003, 倒车
  49.8216, 24.6322, 329.753, 倒车
  49.2333, 25.0234, 336.503, 倒车
  48.6032, 25.3427, 343.253, 倒车
  47.9399, 25.5858, 350.003, 倒车
  47.2526, 25.7491, 356.753, 倒车
  46.5508, 25.8306, 3.50267, 倒车
  45.8444, 25.829, 10.2527, 倒车
  45.143, 25.7444, 17.0027, 倒车
  44.4564, 25.578, 23.7527, 倒车
  43.7942, 25.332, 30.5027, 倒车
  43.1655, 25.0099, 37.2527, 倒车
  42.579, 24.6161, 44.0027, 倒车
  42.0428, 24.1561, 50.7527, 倒车
  41.5644, 23.6363, 57.5027, 倒车
  41.1504, 23.0638, 64.2527, 倒车
  40.8066, 22.4467, 71.0026, 倒车
  41.0755, 23.1, 77.7526, 正向
  41.2054, 24.0903, 87.3019, 正向
  41.1692, 25.0885, 96.8512, 正向
  40.9679, 26.0669, 106.401, 正向
  40.6071, 26.9983, 115.95, 正向
  40.0968, 27.8569, 125.499, 正向
  39.4511, 28.619, 135.048, 正向
  38.688, 29.2634, 144.598, 正向
  37.8334, 29.7815, 150.767, 正向
  36.9607, 30.2698, 150.767, 正向
  36.0881, 30.7582, 150.767, 正向
  35.2155, 31.2466, 150.767, 正向
  34.3428, 31.7349, 150.767, 正向
  33.4702, 32.2233, 150.767, 正向
  32.5976, 32.7117, 150.767, 正向
  31.7249, 33.2, 150.767, 正向
  30.8523, 33.6884, 150.767, 正向
  29.9796, 34.1768, 150.767, 正向
  29.107, 34.6651, 150.767, 正向
  28.2344, 35.1535, 150.767, 正向
  27.3617, 35.6419, 150.767, 正向
  26.4891, 36.1302, 150.767, 正向
  25.6165, 36.6186, 150.767, 正向
  24.7438, 37.107, 150.767, 正向
  23.8712, 37.5953, 150.767, 正向
  22.9985, 38.0837, 150.767, 正向
  22.1259, 38.5721, 150.767, 正向
  21.2533, 39.0605, 150.767, 正向
  20.3806, 39.5488, 150.767, 正向
  19.508, 40.0372, 150.767, 正向
  18.6354, 40.5256, 150.767, 正向
  17.7536, 40.9966, 155.394, 正向
  16.814, 41.3355, 164.944, 正向
  15.8312, 41.5137, 174.493, 正向
[Path3] Smoothed Path (x, y, heading_deg, drive):
  53.7488, 23.369, 356.753, 正向
  53.0423, 23.3674, 350.003, 倒车
  52.3623, 23.49, 343.253, 倒车
  51.7016, 23.6958, 342.702, 倒车
  51.0541, 23.9584, 337.922, 倒车
  50.4141, 24.2523, 335.338, 倒车
  49.7767, 24.5528, 334.757, 倒车
  49.1375, 24.8377, 335.977, 倒车
  48.4934, 25.0876, 338.795, 倒车
  47.8429, 25.287, 342.96, 倒车
  47.1858, 25.425, 348.135, 倒车
  46.5233, 25.4959, 353.89, 倒车
  45.8582, 25.4989, 359.746, 倒车
  45.194, 25.4332, 5.65109, 倒车
  44.5357, 25.298, 11.5991, 倒车
  43.8894, 25.0932, 17.5907, 倒车
  43.2629, 24.819, 23.6321, 倒车
  42.6647, 24.4771, 29.7464, 倒车
  42.1046, 24.0701, 36.0123, 倒车
  41.5943, 23.5997, 42.6666, 倒车
  41.1504, 23.0638, 50.3654, 倒车
  40.8066, 22.4467, 71.0026, 倒车
  41.0755, 23.1, 77.7526, 正向
  41.1585, 23.8925, 87.3019, 正向
  41.076, 24.7693, 95.377, 正向
  40.8393, 25.684, 104.504, 正向
  40.4623, 26.5961, 112.458, 正向
  39.9604, 27.4723, 119.804, 正向
  39.3506, 28.2894, 126.736, 正向
  38.6511, 29.0345, 133.193, 正向
  37.8804, 29.7051, 138.972, 正向
  37.0565, 30.3072, 143.838, 正向
  36.1959, 30.8528, 147.626, 正向
  35.3128, 31.3568, 150.287, 正向
  34.4184, 31.8343, 151.902, 正向
  33.5211, 32.2986, 152.645, 正向
  32.626, 32.7595, 152.753, 正向
  31.736, 33.2233, 152.474, 正向
  30.8516, 33.693, 152.029, 正向
  29.9724, 34.1688, 151.579, 正向
  29.097, 34.6499, 151.208, 正向
  28.2243, 35.1349, 150.936, 正向
  27.3532, 35.6233, 150.724, 正向
  26.4834, 36.1152, 150.509, 正向
  25.6149, 36.6121, 150.225, 正向
  24.7484, 37.1157, 149.837, 正向
  23.8841, 37.6276, 149.362, 正向
  23.022, 38.148, 148.881, 正向
  22.1614, 38.6745, 148.542, 正向
  21.3001, 39.2013, 148.55, 正向
  20.4347, 39.7181, 149.155, 正向
  19.5602, 40.2103, 150.629, 正向
  18.6703, 40.659, 153.241, 正向
  17.7576, 41.0422, 157.228, 正向
  16.814, 41.3355, 162.732, 正向
  15.8312, 41.5137, 174.493, 正向
[Path3] 路径规划完成，总用时: 0.0137613 秒
[Path3] Smoothed Path 装载机模拟完成
